time_ms,leftY_dps,rightY_dps,left_flag,right_flag
2290,-35.886,7.741,1,0
2300,-31.472,53.032,0,1
2310,178.063,-5.45,1,0
2320,23.953,-19.08,0,0
2330,185.053,-31.583,1,0
2340,28.015,30.136,0,0
2350,18.578,13.637,0,0
2360,-20.027,-22.247,0,0
2370,39.013,-40.773,1,1
2380,-25.554,33.781,0,0
2390,-37.284,-16.98,1,0
2400,126.043,-15.669,1,0
2410,26.313,6.846,0,0
2420,148.018,-13.413,1,0
2430,194.76,-13.235,1,0
2440,-14.5,31.811,0,0
2450,72.835,-35.609,1,1
2460,146.206,42.691,1,1
2470,-11.943,-8.349,0,0
2480,29.894,115.6,0,1
2490,154.75,18.648,1,0
2500,127.557,-15.463,1,0
2510,148.245,-34.331,1,0
2520,168.772,-23.511,1,0
2530,159.274,-35.104,1,1
2540,35.579,9.002,1,0
2550,136.773,-23.997,1,0
2560,171.437,-21.612,1,0
2570,57.081,-23.402,1,0
2580,-35.373,34.16,1,0
2590,34.22,-29.187,0,0
2600,15.682,23.168,0,0
2610,-22.045,2.762,0,0
2620,-32.681,-20.451,0,0
2630,-29.639,39.853,0,1
2640,187.066,-33.444,1,0
2650,167.875,-18.632,1,0
2660,104.686,13.676,1,0
2670,-33.91,-0.421,0,0
2680,25.974,13.721,0,0
2690,5.259,28.597,0,0
2700,178.622,18.138,1,0
2710,26.961,15.094,0,0
2720,-27.312,32.467,0,0
2730,126.423,-32.012,1,0
2740,-27.139,28.598,0,0
2750,0.597,-1.838,0,0
2760,134.607,10.102,1,0
2770,60.143,-33.553,1,0
2780,160.266,10.207,1,0
2790,34.562,31.641,0,0
2800,-15.923,-36.341,0,1
2810,85.365,9.315,1,0
2820,20.661,-33.868,0,0
2830,117.233,21.574,1,0
2840,-18.11,8.737,0,0
2850,-3.889,21.681,0,0
2860,-33.41,197.94,0,1
2870,160.27,-30.936,1,0
2880,159.566,-8.465,1,0
2890,-18.063,-8.096,0,0
2900,-22.952,10.768,0,0
2910,33.253,-2.331,0,0
2920,45.647,22.61,1,0
2930,75.801,-34.088,1,0
2940,23.723,-30.48,0,0
2950,113.054,-5.824,1,0
2960,-34.863,-18.844,0,0
2970,87.314,-3.419,1,0
2980,8.002,136.698,0,1
2990,28.81,-39.304,0,1
3000,-20.636,108.585,0,1
3010,-0.089,17.209,0,0
3020,-13.883,57.989,0,1
3030,-11.95,-29.937,0,0
3040,5.403,77.321,0,1
3050,-23.988,97.63,0,1
3060,143.46,-39.595,1,1
3070,116.862,31.167,1,0
3080,84.304,-36.129,1,1
3090,31.585,25.674,0,0
3100,48.89,-35.33,1,1
3110,-35.172,90.523,1,1
3120,38.069,149.539,1,1
3130,23.176,-0.15,0,0
3140,143.325,42.508,1,1
3150,12.026,13.379,0,0
3160,29.462,206.518,0,1
3170,-5.961,-9.935,0,0
3180,-4.911,89.454,0,1
3190,76.194,-6.865,1,0
3200,32.989,9.154,0,0
3210,10.525,-31.124,0,0
3220,-25.625,57.085,0,1
3230,-25.522,129.896,0,1
3240,-4.376,19.373,0,0
3250,7.436,93.843,0,1
3260,172.108,34.256,1,0
3270,14.537,-31.959,0,0
3280,-13.04,188.89,0,1
3290,115.647,17.007,1,0
3300,-37.066,80.626,1,1
3310,-2.03,78.988,0,1
3320,-23.533,-16.704,0,0
3330,-35.433,209.397,1,1
3340,-14.708,31.95,0,0
3350,-28.133,172.844,0,1
3360,-3.621,16.573,0,0
3370,13.349,129.957,0,1
3380,-23.852,39.158,0,1
3390,140.451,-4.686,1,0
3400,15.41,56.928,0,1
3410,14.66,172.967,0,1
3420,-37.569,185.723,1,1
3430,14.121,48.641,0,1
3440,16.353,41.467,0,1
3450,8.389,-8.3,0,0
3460,5.361,195.861,0,1
3470,-7.669,177.15,0,1
3480,23.825,198.712,0,1
3490,-30.383,142.271,0,1
3500,6.113,-9.334,0,0
3510,-4.105,-9.501,0,0
3520,9.559,-9.533,0,0
3530,29.067,138.227,0,1
3540,6.414,8.702,0,0
3550,21.191,89.585,0,1
3560,-20.521,167.966,0,1
3570,34.755,24.562,0,0
3580,-17.21,155.34,0,1
3590,3.133,8.427,0,0
3600,-6.916,-23.193,0,0
3610,14.489,167.465,0,1
3620,183.523,34.87,1,0
3630,-1.316,8.708,0,0
3640,36.112,26.158,1,0
3650,192.251,-21.533,1,0
3660,27.189,21.891,0,0
3670,-21.05,20.503,0,0
3680,144.861,8.947,1,0
3690,-3.859,153.353,0,1
3700,-22.661,30.261,0,0
3710,11.358,3.832,0,0
3720,150.542,38.993,1,1
3730,-29.085,98.423,0,1
3740,15.395,102.689,0,1
3750,92.544,6.609,1,0
3760,149.02,-26.983,1,0
3770,147.185,-10.839,1,0
3780,13.424,-22.839,0,0
3790,3.201,13.171,0,0
3800,154.869,41.139,1,1
3810,12.947,18.708,0,0
3820,4.984,-28.829,0,0
3830,155.534,2.66,1,0
3840,185.154,12.71,1,0
3850,23.636,-23.405,0,0
3860,39.399,73.481,1,1
3870,165.195,9.937,1,0
3880,29.661,24.328,0,0
3890,143.236,-13.996,1,0
3900,-32.989,4.756,0,0
3910,-15.558,162.835,0,1
3920,33.551,39.344,0,1
3930,28.114,59.262,0,1
3940,153.012,32.116,1,0
3950,192.345,-16.713,1,0
3960,116.16,-12.888,1,0
3970,38.049,26.671,1,0
3980,183.08,-27.666,1,0
3990,0.205,-27.602,0,0
4000,-37.935,33.805,1,0
4010,88.182,-6.004,1,0
4020,174.339,10.2,1,0
4030,-22.717,12.361,0,0
4040,0.689,-39.579,0,1
4050,15.603,62.174,0,1
4060,15.373,0.675,0,0
4070,39.736,9.912,1,0
4080,2.163,-29.019,0,0
4090,168.903,-24.136,1,0
4100,26.203,110.208,0,1
4110,-39.117,-1.462,1,0
4120,2.825,-32.299,0,0
4130,147.635,26.878,1,0
4140,31.928,-3.692,0,0
4150,128.618,-0.85,1,0
4160,18.989,-9.872,0,0
4170,-8.442,192.037,0,1
4180,15.051,127.484,0,1
4190,27.27,28.58,0,0
4200,12.748,178.128,0,1
4210,9.115,127.879,0,1
4220,180.034,-38.252,1,1
4230,-33.217,155.469,0,1
4240,160.577,13.761,1,0
4250,-25.184,20.162,0,0
4260,-18.796,-29.583,0,0
4270,168.72,20.48,1,0
4280,136.216,8.365,1,0
4290,21.971,2.508,0,0
4300,38.398,188.036,1,1
4310,85.93,13.455,1,0
4320,34.247,99.122,0,1
4330,-5.434,62.212,0,1
4340,30.954,34.969,0,0
4350,25.276,127.018,0,1
4360,20.403,58.796,0,1
4370,24.908,13.322,0,0
4380,38.774,-40.382,1,1
4390,127.227,16.481,1,0
4400,0.468,197.33,0,1
4410,151.092,0.683,1,0
4420,145.747,11.88,1,0
4430,20.89,-2.825,0,0
4440,24.006,135.259,0,1
4450,18.646,-25.653,0,0
4460,70.181,18.4,1,0
4470,-37.175,41.776,1,1
4480,-13.845,108.285,0,1
4490,30.132,-11.79,0,0
4500,30.896,-8.872,0,0
4510,-6.99,121.224,0,1
4520,23.536,6.367,0,0
4530,94.133,-36.001,1,1
4540,4.853,14.468,0,0
4550,24.399,24.567,0,0
4560,53.938,21.885,1,0
4570,16.614,160.663,0,1
4580,72.165,-32.391,1,0
4590,-22.351,192.657,0,1
4600,168.926,-32.626,1,0
4610,-7.208,-10.051,0,0
4620,-25.242,-12.801,0,0
4630,9.309,23.506,0,0
4640,-16.102,137.735,0,1
4650,-5.627,218.847,0,1
4660,-3.345,-29.202,0,0
4670,-33.552,-0.299,0,0
4680,44.871,8.096,1,0
4690,-29.172,13.314,0,0
4700,-19.064,162.27,0,1
4710,-20.036,87.271,0,1
4720,108.121,-37.2,1,1
4730,-34.988,-31.676,0,0
4740,-12.213,-41.925,0,1
4750,18.588,5.349,0,0
4760,18.466,168.913,0,1
4770,76.952,4.848,1,0
4780,8.682,69.726,0,1
4790,-27.9,75.086,0,1
4800,1.871,187.024,0,1
4810,122.84,14.902,1,0
4820,104.5,-26.64,1,0
4830,35.656,152.947,1,1
4840,12.078,-35.4,0,1
4850,1.0,-3.501,0,0
4860,155.386,19.703,1,0
4870,78.011,28.086,1,0
4880,38.799,-40.296,1,1
4890,-34.784,160.586,0,1
4900,-31.562,26.738,0,0
4910,-9.566,39.616,0,1
4920,-17.029,68.385,0,1
4930,10.767,181.504,0,1
4940,-27.364,23.62,0,0
4950,-14.659,83.996,0,1
4960,86.915,13.511,1,0
4970,136.222,9.092,1,0
4980,37.37,37.964,1,1
4990,104.592,-27.587,1,0
5000,0.87,4.221,0,0
5010,2.192,65.198,0,1
5020,-25.007,25.102,0,0
5030,172.858,-15.601,1,0
5040,-3.259,-0.447,0,0
5050,42.861,-25.067,1,0
5060,-31.949,115.023,0,1
5070,-12.165,172.673,0,1
5080,-11.81,-2.485,0,0
5090,97.766,-30.861,1,0
5100,14.906,138.003,0,1
5110,28.459,44.46,0,1
5120,15.532,156.221,0,1
5130,-22.988,37.604,0,1
5140,29.696,113.931,0,1
5150,13.199,30.701,0,0
5160,-31.121,145.007,0,1
5170,190.576,-9.675,1,0
5180,19.192,-19.363,0,0
5190,166.523,31.223,1,0
5200,-38.559,182.071,1,1
5210,-15.62,72.78,0,1
5220,-32.277,-36.591,0,1
5230,108.561,7.493,1,0
5240,19.455,185.09,0,1
5250,28.181,181.141,0,1
5260,199.018,5.885,1,0
5270,206.332,1.862,1,0
5280,-32.491,201.835,0,1
5290,26.343,6.264,0,0
5300,-14.644,21.566,0,0
5310,8.154,16.19,0,0
5320,7.336,-22.027,0,0
5330,0.989,124.098,0,1
5340,194.158,19.958,1,0
5350,115.449,-35.43,1,1
5360,-2.201,89.331,0,1
5370,147.685,-15.019,1,0
5380,175.357,-22.207,1,0
5390,146.178,-34.712,1,0
5400,24.207,1.031,0,0
5410,-16.521,179.506,0,1
5420,107.999,0.571,1,0
5430,29.938,190.013,0,1
5440,-6.254,191.341,0,1
5450,17.123,-15.645,0,0
5460,-19.391,15.498,0,0
5470,192.495,-8.433,1,0
5480,134.881,19.703,1,0
5490,-34.319,151.661,0,1
5500,192.308,7.245,1,0
5510,17.107,34.143,0,0
5520,17.918,29.264,0,0
5530,136.001,-28.862,1,0
5540,23.879,6.155,0,0
5550,-36.501,4.267,1,0
5560,12.183,147.873,0,1
5570,-5.606,-12.067,0,0
5580,-4.286,27.641,0,0
5590,28.605,169.523,0,1
5600,-10.306,16.846,0,0
5610,15.072,110.318,0,1
5620,204.558,-26.621,1,0
5630,-37.964,11.335,1,0
5640,-7.23,180.024,0,1
5650,8.462,-21.835,0,0
5660,15.062,-1.053,0,0
5670,123.285,37.17,1,1
5680,-37.524,147.518,1,1
5690,-38.132,-3.522,1,0
5700,112.473,-16.511,1,0
5710,31.072,152.407,0,1
5720,-9.159,3.186,0,0
5730,155.921,3.379,1,0
5740,119.441,-18.34,1,0
5750,158.184,-11.266,1,0
5760,181.981,-4.089,1,0
5770,82.478,-7.837,1,0
5780,9.653,-7.788,0,0
5790,-36.843,178.929,1,1
5800,17.326,-32.171,0,0
5810,182.668,21.418,1,0
5820,204.903,-2.734,1,0
5830,38.479,186.04,1,1
5840,22.853,19.452,0,0
5850,-9.077,-0.616,0,0
5860,38.459,25.62,1,0
5870,21.162,37.128,0,1
5880,28.317,199.093,0,1
5890,31.447,178.341,0,1
5900,176.731,-42.407,1,1
5910,-1.853,18.619,0,0
5920,149.507,23.529,1,0
5930,-1.927,34.055,0,0
5940,69.228,16.811,1,0
5950,108.775,-30.221,1,0
5960,184.433,29.441,1,0
5970,187.833,-0.892,1,0
5980,-7.431,141.985,0,1
5990,151.817,38.465,1,1
6000,-5.956,23.565,0,0
6010,16.567,-6.889,0,0
6020,-7.911,23.003,0,0
6030,201.022,31.749,1,0
6040,-21.918,80.855,0,1
6050,8.279,11.422,0,0
6060,6.869,37.423,0,1
6070,14.609,119.938,0,1
6080,4.2,-28.708,0,0
6090,22.028,-0.25,0,0
6100,180.126,17.764,1,0
6110,-14.593,0.784,0,0
6120,27.147,-17.842,0,0
6130,19.272,133.168,0,1
6140,27.417,181.059,0,1
6150,31.35,32.275,0,0
6160,-32.857,41.307,0,1
6170,-8.988,67.218,0,1
6180,207.022,38.321,1,1
6190,122.241,-30.041,1,0
6200,-36.145,35.317,1,1
6210,140.842,-3.329,1,0
6220,169.764,19.106,1,0
6230,-6.68,217.851,0,1
6240,-2.217,-24.816,0,0
6250,14.225,151.925,0,1
6260,19.088,146.491,0,1
6270,-8.39,-25.294,0,0
6280,83.208,-27.783,1,0
6290,1.269,25.607,0,0
6300,-0.571,2.418,0,0
6310,7.611,67.779,0,1
6320,14.203,20.93,0,0
6330,21.834,122.961,0,1
6340,-30.383,-36.424,0,1
6350,-16.535,81.402,0,1
6360,-39.892,63.3,1,1
6370,212.578,-41.287,1,1
6380,22.43,65.95,0,1
6390,-15.767,88.977,0,1
6400,19.796,-35.15,0,1
6410,36.623,25.239,1,0
6420,37.021,-9.651,1,0
6430,-21.969,41.256,0,1
6440,179.3,22.781,1,0
6450,10.876,175.406,0,1
6460,33.399,35.519,0,1
6470,85.509,-36.77,1,1
6480,-29.258,106.954,0,1
6490,-20.649,14.372,0,0
6500,181.629,3.69,1,0
6510,124.461,-23.813,1,0
6520,87.665,41.67,1,1
6530,193.969,-22.394,1,0
6540,-5.04,-34.92,0,0
6550,9.787,129.88,0,1
6560,20.585,92.658,0,1
6570,47.186,10.567,1,0
6580,5.207,149.137,0,1
6590,-39.032,87.287,1,1
6600,161.972,19.838,1,0
6610,-32.368,132.209,0,1
6620,-30.52,-7.759,0,0
6630,152.719,-40.717,1,1
6640,-8.603,99.074,0,1
6650,89.428,-11.642,1,0
6660,5.126,133.041,0,1
6670,-20.768,193.282,0,1
6680,125.61,-33.011,1,0
6690,-25.982,-2.402,0,0
6700,77.175,1.362,1,0
6710,20.702,70.294,0,1
6720,113.902,-0.196,1,0
6730,-23.626,145.923,0,1
6740,-23.434,128.329,0,1
6750,35.263,-7.259,1,0
6760,-13.425,22.698,0,0
6770,12.372,27.556,0,0
6780,-5.982,78.744,0,1
6790,21.244,-5.874,0,0
6800,37.846,152.187,1,1
6810,165.78,-37.302,1,1
6820,19.352,52.958,0,1
6830,135.588,16.297,1,0
6840,-10.325,115.765,0,1
6850,38.789,-9.066,1,0
6860,127.091,16.924,1,0
6870,-26.614,196.541,0,1
6880,-16.275,21.787,0,0
6890,-31.799,78.823,0,1
6900,26.201,17.958,0,0
6910,-3.063,17.141,0,0
6920,-18.074,-26.178,0,0
6930,-12.373,36.772,0,1
6940,18.165,36.3,0,1
6950,-0.299,-18.801,0,0
6960,-9.252,24.029,0,0
6970,-39.087,79.738,1,1
6980,16.39,192.955,0,1
6990,37.363,116.081,1,1
7000,-25.66,4.52,0,0
7010,72.71,26.641,1,0
7020,-16.796,198.579,0,1
7030,171.632,9.392,1,0
7040,32.487,170.907,0,1
7050,147.157,-17.189,1,0
7060,67.642,17.874,1,0
7070,-7.638,89.083,0,1
7080,14.836,38.587,0,1
7090,167.522,12.548,1,0
7100,-24.081,141.866,0,1
7110,-31.89,121.802,0,1
7120,149.851,-25.766,1,0
7130,37.654,-6.996,1,0
7140,-6.182,-7.889,0,0
7150,-18.858,17.529,0,0
7160,112.586,9.223,1,0
7170,-33.842,32.435,0,0
7180,7.924,12.233,0,0
7190,-18.608,191.092,0,1
7200,16.53,-15.363,0,0
7210,-18.312,29.974,0,0
7220,126.201,16.429,1,0
7230,141.72,-37.914,1,1
7240,81.573,-8.964,1,0
7250,199.643,12.766,1,0
7260,-32.59,101.311,0,1
7270,-5.278,164.157,0,1
7280,11.015,107.549,0,1
7290,-32.689,160.093,0,1
7300,118.352,-32.878,1,0
7310,176.956,9.015,1,0
7320,135.405,26.39,1,0
7330,25.839,3.908,0,0
7340,170.506,1.814,1,0
7350,-34.523,203.404,0,1
7360,-18.492,30.629,0,0
7370,167.688,-3.904,1,0
7380,16.437,44.144,0,1
7390,172.59,-38.532,1,1
7400,140.352,-14.09,1,0
7410,46.795,-0.636,1,0
7420,110.152,-25.673,1,0
7430,-27.163,48.3,0,1
7440,155.838,-32.55,1,0
7450,-16.865,-19.09,0,0
7460,46.272,25.362,1,0
7470,23.143,31.576,0,0
7480,-11.646,131.282,0,1
7490,30.106,-7.763,0,0
7500,-24.491,133.961,0,1
7510,96.261,21.579,1,0
7520,-27.171,80.903,0,1
7530,15.516,127.461,0,1
7540,63.018,-30.608,1,0
7550,87.908,28.76,1,0
7560,-31.572,1.435,0,0
7570,16.43,-33.219,0,0
7580,160.419,10.331,1,0
7590,121.178,-5.57,1,0
7600,16.172,163.406,0,1
7610,-7.043,14.84,0,0
7620,8.451,152.228,0,1
7630,-28.573,142.349,0,1
7640,159.435,-6.47,1,0
7650,-27.254,-36.899,0,1
7660,120.668,-20.632,1,0
7670,-39.202,45.529,1,1
7680,27.466,85.941,0,1
7690,23.325,68.26,0,1
7700,-8.974,66.456,0,1
7710,-23.722,27.051,0,0
7720,183.792,10.631,1,0
7730,-34.072,23.579,0,0
7740,36.973,-6.456,1,0
7750,-34.503,-2.771,0,0
7760,171.276,-19.922,1,0
7770,12.935,-39.423,0,1
7780,3.874,19.103,0,0
7790,6.697,21.503,0,0
7800,-28.774,10.034,0,0
7810,19.38,-22.469,0,0
7820,32.658,185.535,0,1
7830,12.331,164.665,0,1
7840,-2.086,-19.276,0,0
7850,-23.82,153.308,0,1
7860,116.212,-25.009,1,0
7870,-33.842,-9.818,0,0
7880,23.699,152.381,0,1
7890,143.987,12.06,1,0
7900,155.313,-23.554,1,0
7910,7.624,88.737,0,1
7920,20.868,106.836,0,1
7930,15.916,88.766,0,1
7940,-36.882,121.725,1,1
7950,31.834,152.206,0,1
7960,-20.079,70.133,0,1
7970,-32.407,64.749,0,1
7980,28.642,0.538,0,0
7990,-36.772,123.4,1,1
8000,150.539,-15.216,1,0
8010,189.995,-36.351,1,1
8020,20.984,168.064,0,1
8030,171.111,10.121,1,0
8040,6.476,22.957,0,0
8050,44.05,-9.303,1,0
8060,34.255,157.449,0,1
8070,2.214,38.494,0,1
8080,7.453,156.792,0,1
8090,13.983,-10.583,0,0
8100,15.771,-18.618,0,0
8110,143.911,8.203,1,0
8120,-3.586,184.844,0,1
8130,26.538,19.751,0,0
8140,111.046,39.553,1,1
8150,2.875,83.711,0,1
8160,-17.839,7.328,0,0
8170,7.427,-34.593,0,0
8180,106.142,31.259,1,0
8190,30.633,104.427,0,1
8200,-17.078,193.677,0,1
8210,-17.697,10.746,0,0
8220,166.42,-11.794,1,0
8230,-34.639,28.251,0,0
8240,-34.317,-20.148,0,0
8250,-2.471,-30.149,0,0
8260,37.846,39.75,1,1
8270,-4.821,22.594,0,0
8280,-21.4,-17.751,0,0
8290,-11.574,-36.456,0,1
8300,-28.246,51.071,0,1
8310,-27.606,94.523,0,1
8320,24.304,5.894,0,0
8330,0.441,9.073,0,0
8340,-33.418,-15.333,0,0
8350,25.79,-5.819,0,0
8360,121.542,23.053,1,0
8370,28.976,135.856,0,1
8380,-24.387,118.432,0,1
8390,-0.594,187.434,0,1
8400,-7.456,167.302,0,1
8410,20.996,142.853,0,1
8420,29.279,-22.365,0,0
8430,182.74,12.537,1,0
8440,157.7,-21.308,1,0
8450,-25.373,-18.484,0,0
8460,-10.036,-11.367,0,0
8470,146.228,27.986,1,0
8480,13.821,-21.031,0,0
8490,29.926,-17.802,0,0
8500,20.021,-3.056,0,0
8510,-11.902,71.79,0,1
8520,-20.948,-2.805,0,0
8530,151.667,-29.369,1,0
8540,7.753,24.14,0,0
8550,-8.171,-28.414,0,0
8560,28.818,0.866,0,0
8570,5.726,-33.191,0,0
8580,149.736,-34.907,1,0
8590,161.397,-33.761,1,0
8600,97.942,-24.748,1,0
8610,164.674,-9.257,1,0
8620,75.6,13.295,1,0
8630,181.548,-9.943,1,0
8640,22.02,-11.603,0,0
8650,-37.592,164.698,1,1
8660,8.917,160.23,0,1
8670,24.639,34.093,0,0
8680,-17.471,-43.534,0,1
8690,17.284,22.701,0,0
8700,175.966,-11.811,1,0
8710,26.766,104.682,0,1
8720,7.129,-24.337,0,0
8730,7.617,159.708,0,1
8740,-20.267,28.292,0,0
8750,115.599,6.611,1,0
8760,-7.807,119.13,0,1
8770,88.007,14.602,1,0
8780,-25.229,-5.391,0,0
8790,156.625,17.08,1,0
8800,-0.574,69.516,0,1
8810,-5.292,-28.203,0,0
8820,-12.483,13.403,0,0
8830,34.524,101.212,0,1
8840,41.033,-37.508,1,1
8850,26.124,-33.929,0,0
8860,-30.503,-25.457,0,0
8870,-34.621,19.544,0,0
8880,2.583,123.457,0,1
8890,5.438,33.351,0,0
8900,106.712,13.712,1,0
8910,-3.366,113.222,0,1
8920,87.182,27.648,1,0
8930,-1.812,-10.602,0,0
8940,-17.329,-2.399,0,0
